YEAR,STATION,Entries 0600-1000,Exits 0600-1000,Entries 1000-1500,Exits 1000-1500,Entries 1500-1900,Exits 1500-1900,Entries 1900 -0600,Exits 1900 -0600,Entries 0000-2359,Exits 0000-2359,LAT,LONG
2016,Waitara,2070,460,400,300,540,1690,140,660,3150,3110,-33.710471,151.105081
2017,Waitara,2520,490,420,340,640,2020,170,800,3750,3650,-33.710471,151.105081
2018,Waitara,2650,480,460,330,670,2110,190,860,3970,3780,-33.710471,151.105081
2019,Waitara,2800,570,480,370,740,2390,220,780,4240,4110,-33.710471,151.105081
Feb 2020,Waitara,2740,660,430,390,870,2250,210,820,4250,4120,-33.710471,151.105081
May 2020,Waitara,310,120,140,120,130,310,60,100,640,650,-33.710471,151.105081
Sep 2020,Waitara,890,350,290,240,460,840,140,260,1780,1690,-33.710471,151.105081
2016,Warabrook,-,-,-,-,-,-,-,-,420,450,-32.887735,151.710354
2017,Warabrook,-,-,-,-,-,-,-,-,540,550,-32.887735,151.710354
2018,Warabrook,-,-,-,-,-,-,-,-,540,540,-32.887735,151.710354
2019,Warabrook,-,-,-,-,-,-,-,-,530,520,-32.887735,151.710354
Feb 2020,Warabrook,50,160,120,40,100,60,60,50,330,310,-32.887735,151.710354
May 2020,Warabrook,-,-,-,-,-,-,-,-,50,40,-32.887735,151.710354
Sep 2020,Warabrook,-,-,-,-,-,-,-,-,40,50,-32.887735,151.710354
2016,Waratah,-,-,-,-,-,-,-,-,170,160,-32.902229,151.731119
2017,Waratah,-,-,-,-,-,-,-,-,180,160,-32.902229,151.731119
2018,Waratah,-,-,-,-,-,-,-,-,230,220,-32.902229,151.731119
2019,Waratah,-,-,-,-,-,-,-,-,240,230,-32.902229,151.731119
Feb 2020,Waratah,-,-,-,-,-,-,-,-,240,220,-32.902229,151.731119
May 2020,Waratah,-,-,-,-,-,-,-,-,70,70,-32.902229,151.731119
Sep 2020,Waratah,-,-,-,-,-,-,-,-,70,50,-32.902229,151.731119
2016,Warnervale,-,-,-,-,-,-,-,-,250,230,-33.247259,151.448991
2017,Warnervale,-,-,-,-,-,-,-,-,270,240,-33.247259,151.448991
2018,Warnervale,-,-,-,-,-,-,-,-,280,250,-33.247259,151.448991
2019,Warnervale,-,-,-,-,-,-,-,-,320,300,-33.247259,151.448991
Feb 2020,Warnervale,-,-,-,-,-,-,-,-,320,310,-33.247259,151.448991
May 2020,Warnervale,-,-,-,-,-,-,-,-,60,60,-33.247259,151.448991
Sep 2020,Warnervale,-,-,-,-,-,-,-,-,140,130,-33.247259,151.448991
2016,Warrawee,-,-,-,-,-,-,-,-,1100,960,-33.724468,151.121881
2017,Warrawee,620,280,130,100,380,440,40,170,1170,990,-33.724468,151.121881
2018,Warrawee,590,720,160,120,820,430,40,170,1610,1440,-33.724468,151.121881
2019,Warrawee,650,300,140,110,460,540,50,170,1300,1120,-33.724468,151.121881
Feb 2020,Warrawee,650,330,130,100,480,530,40,180,1300,1140,-33.724468,151.121881
May 2020,Warrawee,-,-,-,-,-,-,-,-,110,110,-33.724468,151.121881
Sep 2020,Warrawee,-,-,-,-,-,-,-,-,570,470,-33.724468,151.121881
2016,Warrimoo,-,-,-,-,-,-,-,-,220,190,-33.721724,150.602745
2017,Warrimoo,-,-,-,-,-,-,-,-,210,200,-33.721724,150.602745
2018,Warrimoo,-,-,-,-,-,-,-,-,210,210,-33.721724,150.602745
2019,Warrimoo,-,-,-,-,-,-,-,-,200,170,-33.721724,150.602745
Feb 2020,Warrimoo,-,-,-,-,-,-,-,-,200,180,-33.721724,150.602745
Sep 2020,Warrimoo,-,-,-,-,-,-,-,-,90,70,-33.721724,150.602745
2016,Warwick Farm,1470,210,320,260,300,1290,320,510,2410,2270,-33.913327,150.935139
2017,Warwick Farm,1580,250,400,340,360,1390,370,500,2710,2480,-33.913327,150.935139
2018,Warwick Farm,1580,290,410,340,380,1490,440,550,2810,2670,-33.913327,150.935139
2019,Warwick Farm,1590,310,380,330,430,1470,450,540,2850,2650,-33.913327,150.935139
Feb 2020,Warwick Farm,1510,300,370,290,440,1390,450,540,2770,2520,-33.913327,150.935139
May 2020,Warwick Farm,320,130,200,150,170,390,220,120,910,790,-33.913327,150.935139
Sep 2020,Warwick Farm,650,220,320,230,280,690,320,270,1570,1410,-33.913327,150.935139
2016,Waterfall,-,-,-,-,-,-,-,-,440,420,-34.135173,150.994605
2017,Waterfall,-,-,-,-,-,-,-,-,480,490,-34.135173,150.994605
2018,Waterfall,-,-,-,-,-,-,-,-,500,470,-34.135173,150.994605
2019,Waterfall,-,-,-,-,-,-,-,-,510,470,-34.135173,150.994605
Feb 2020,Waterfall,-,-,-,-,-,-,-,-,470,490,-34.135173,150.994605
May 2020,Waterfall,-,-,-,-,-,-,-,-,90,90,-34.135173,150.994605
Sep 2020,Waterfall,-,-,-,-,-,-,-,-,170,170,-34.135173,150.994605
2016,Waverton,1320,310,500,330,470,1000,130,490,2420,2130,-33.837589,151.197402
2017,Waverton,1400,320,480,280,480,1030,130,500,2490,2130,-33.837589,151.197402
2018,Waverton,1430,300,460,330,480,1020,130,490,2500,2140,-33.837589,151.197402
2019,Waverton,1370,300,460,330,470,990,90,430,2390,2050,-33.837589,151.197402
Feb 2020,Waverton,1370,320,480,330,470,970,130,470,2450,2090,-33.837589,151.197402
May 2020,Waverton,190,120,170,120,130,190,40,50,530,480,-33.837589,151.197402
Sep 2020,Waverton,510,200,320,220,300,450,90,190,1220,1060,-33.837589,151.197402
2016,Wentworth Falls,190,100,120,80,100,170,50,70,460,420,-33.709428,150.376305
2017,Wentworth Falls,210,60,110,120,110,200,50,80,480,460,-33.709428,150.376305
2018,Wentworth Falls,230,50,100,90,100,190,40,80,470,410,-33.709428,150.376305
2019,Wentworth Falls,210,50,110,100,90,170,50,70,460,390,-33.709428,150.376305
May 2020,Wentworth Falls,-,-,-,-,-,-,-,-,80,70,-33.709428,150.376305
Sep 2020,Wentworth Falls,-,-,-,-,-,-,-,-,170,150,-33.709428,150.376305
2016,Wentworthville,2280,250,560,460,390,1800,290,740,3520,3250,-33.806967,150.972147
2017,Wentworthville,2430,280,580,450,460,2050,310,710,3780,3490,-33.806967,150.972147
2018,Wentworthville,2830,260,710,580,530,2400,360,880,4430,4120,-33.806967,150.972147
2019,Wentworthville,3070,310,840,590,590,2700,470,1040,4970,4640,-33.806967,150.972147
Feb 2020,Wentworthville,3010,280,700,560,540,2690,460,940,4710,4470,-33.806967,150.972147
May 2020,Wentworthville,420,150,290,230,220,500,180,160,1110,1040,-33.806967,150.972147
Sep 2020,Wentworthville,1010,220,440,370,370,990,300,390,2120,1970,-33.806967,150.972147
2016,Werrington,710,70,140,120,120,630,150,180,1120,1000,-33.759136,150.757486
2017,Werrington,720,70,150,120,120,630,170,200,1160,1020,-33.759136,150.757486
2018,Werrington,770,90,180,150,140,680,170,220,1260,1140,-33.759136,150.757486
2019,Werrington,820,100,200,170,160,710,160,240,1340,1220,-33.759136,150.757486
Feb 2020,Werrington,850,100,170,150,160,740,170,230,1350,1220,-33.759136,150.757486
May 2020,Werrington,-,-,-,-,-,-,-,-,390,360,-33.759136,150.757486
Sep 2020,Werrington,320,60,130,110,100,320,120,100,670,590,-33.759136,150.757486
2016,West Ryde,2460,600,840,650,790,2150,330,1020,4420,4420,-33.807265,151.090237
2017,West Ryde,2620,650,930,680,810,2340,390,1080,4750,4750,-33.807265,151.090237
2018,West Ryde,2630,630,920,700,830,2360,390,1000,4770,4690,-33.807265,151.090237
2019,West Ryde,2690,730,970,780,950,2600,480,970,5090,5080,-33.807265,151.090237
Feb 2020,West Ryde,2690,790,890,760,1010,2570,490,950,5080,5070,-33.807265,151.090237
May 2020,West Ryde,420,260,300,290,320,520,170,180,1210,1250,-33.807265,151.090237
Sep 2020,West Ryde,1030,490,610,500,650,1160,320,460,2610,2610,-33.807265,151.090237
2016,Westmead,3220,2590,1630,1260,2630,2480,580,1320,8060,7650,-33.808475,150.987858
2017,Westmead,3380,2600,1560,1210,2640,2570,620,1310,8200,7690,-33.808475,150.987858
2018,Westmead,3100,2430,1540,1270,2690,2510,660,1200,7990,7410,-33.808475,150.987858
2019,Westmead,2950,2580,1650,1310,2890,2480,680,1220,8170,7590,-33.808475,150.987858
Feb 2020,Westmead,2780,2500,1530,1170,2780,2210,710,1270,7800,7150,-33.808475,150.987858
May 2020,Westmead,430,870,540,450,920,490,320,310,2210,2120,-33.808475,150.987858
Sep 2020,Westmead,1020,1530,1050,800,1660,1020,510,580,4240,3930,-33.808475,150.987858
2016,Wiley Park,920,110,480,350,260,750,200,490,1860,1700,-33.922743,151.068041
2017,Wiley Park,960,120,470,330,270,830,210,400,1910,1680,-33.922743,151.068041
2018,Wiley Park,990,120,450,310,300,800,240,490,1980,1720,-33.922743,151.068041
2019,Wiley Park,910,150,450,310,290,810,260,420,1910,1690,-33.922743,151.068041
Feb 2020,Wiley Park,840,110,400,260,280,730,230,340,1750,1440,-33.922743,151.068041
May 2020,Wiley Park,240,60,190,130,120,290,140,120,690,600,-33.922743,151.068041
Sep 2020,Wiley Park,460,110,270,190,200,440,180,230,1110,970,-33.922743,151.068041
2016,Windsor,510,110,150,120,120,480,130,150,910,860,-33.613276,150.810068
2017,Windsor,520,120,160,160,140,500,140,140,960,920,-33.613276,150.810068
2018,Windsor,510,140,160,150,150,510,150,140,970,940,-33.613276,150.810068
2019,Windsor,470,130,160,140,160,490,140,130,930,890,-33.613276,150.810068
Feb 2020,Windsor,410,140,140,130,130,410,140,120,820,800,-33.613276,150.810068
May 2020,Windsor,-,-,-,-,-,-,-,-,290,280,-33.613276,150.810068
Sep 2020,Windsor,180,100,90,100,100,200,90,50,460,450,-33.613276,150.810068
2016,Wolli Creek,3060,560,1370,830,1280,2770,680,2220,6390,6380,-33.928759,151.154134
2017,Wolli Creek,3580,650,1620,930,1430,3200,760,2490,7390,7270,-33.928759,151.154134
2018,Wolli Creek,3660,930,1920,1010,1820,3470,850,3080,8250,8490,-33.928759,151.154134
2019,Wolli Creek,4620,790,2340,1430,2060,4490,1120,3350,10140,10060,-33.928759,151.154134
Feb 2020,Wolli Creek,4310,790,1870,1290,1890,4360,1170,2890,9240,9330,-33.928759,151.154134
May 2020,Wolli Creek,990,370,800,660,730,1450,510,510,3030,2990,-33.928759,151.154134
Sep 2020,Wolli Creek,2140,540,1340,1000,1250,2510,780,1350,5510,5400,-33.928759,151.154134
2016,Wollongong,660,470,410,370,470,590,280,390,1820,1820,-34.426538,150.888283
2017,Wollongong,710,490,450,390,520,680,300,390,1980,1950,-34.426538,150.888283
2018,Wollongong,700,530,470,410,540,680,280,360,1990,1980,-34.426538,150.888283
2019,Wollongong,730,610,450,430,630,690,340,370,2150,2100,-34.426538,150.888283
Feb 2020,Wollongong,770,590,480,430,640,720,330,450,2220,2190,-34.426538,150.888283
May 2020,Wollongong,110,150,120,120,150,160,100,60,480,490,-34.426538,150.888283
Sep 2020,Wollongong,300,330,280,270,340,350,180,170,1100,1120,-34.426538,150.888283
2016,Wollstonecraft,1910,170,490,340,350,1410,110,650,2860,2570,-33.832048,151.192036
2017,Wollstonecraft,1980,170,480,370,340,1460,130,650,2930,2650,-33.832048,151.192036
2018,Wollstonecraft,2010,190,490,390,340,1470,130,620,2970,2670,-33.832048,151.192036
2019,Wollstonecraft,2030,180,480,360,370,1500,140,600,3020,2640,-33.832048,151.192036
Feb 2020,Wollstonecraft,1930,180,470,370,370,1410,150,630,2920,2590,-33.832048,151.192036
May 2020,Wollstonecraft,220,80,160,130,100,240,40,60,520,510,-33.832048,151.192036
Sep 2020,Wollstonecraft,690,130,330,230,230,610,80,230,1330,1200,-33.832048,151.192036
2016,Woodford,-,-,-,-,-,-,-,-,110,100,-33.735496,150.481641
2017,Woodford,-,-,-,-,-,-,-,-,120,110,-33.735496,150.481641
2018,Woodford,-,-,-,-,-,-,-,-,110,100,-33.735496,150.481641
2019,Woodford,-,-,-,-,-,-,-,-,90,80,-33.735496,150.481641
Sep 2020,Woodford,-,-,-,-,-,-,-,-,60,60,-33.735496,150.481641
2016,Woolooware,840,90,160,160,120,670,80,230,1200,1150,-34.047554,151.143674
2017,Woolooware,920,100,170,150,140,790,130,300,1360,1340,-34.047554,151.143674
2018,Woolooware,990,100,210,160,150,810,100,270,1450,1340,-34.047554,151.143674
2019,Woolooware,1050,130,200,190,170,880,110,250,1530,1450,-34.047554,151.143674
Feb 2020,Woolooware,1050,120,210,160,130,820,110,310,1500,1410,-34.047554,151.143674
May 2020,Woolooware,-,-,-,-,-,-,-,-,280,290,-34.047554,151.143674
Sep 2020,Woolooware,360,70,120,120,90,340,60,90,630,620,-34.047554,151.143674
2016,Woonona,-,-,-,-,-,-,-,-,150,120,-34.349428,150.915287
2017,Woonona,-,-,-,-,-,-,-,-,190,160,-34.349428,150.915287
2018,Woonona,-,-,-,-,-,-,-,-,200,160,-34.349428,150.915287
2019,Woonona,-,-,-,-,-,-,-,-,180,160,-34.349428,150.915287
Feb 2020,Woonona,-,-,-,-,-,-,-,-,180,140,-34.349428,150.915287
May 2020,Woonona,-,-,-,-,-,-,-,-,50,40,-34.349428,150.915287
Sep 2020,Woonona,-,-,-,-,-,-,-,-,110,80,-34.349428,150.915287
2016,Woy Woy,2960,230,600,570,280,3100,740,840,4580,4740,-33.485771,151.323669
2017,Woy Woy,3120,250,610,610,320,3120,770,1000,4820,4980,-33.485771,151.323669
2018,Woy Woy,3020,280,610,620,350,3120,810,840,4790,4860,-33.485771,151.323669
2019,Woy Woy,3030,250,640,630,350,3030,790,880,4810,4790,-33.485771,151.323669
Feb 2020,Woy Woy,2830,260,610,620,370,2880,780,860,4590,4620,-33.485771,151.323669
May 2020,Woy Woy,410,90,150,190,110,630,310,120,980,1030,-33.485771,151.323669
Sep 2020,Woy Woy,1040,190,340,360,220,1230,440,310,2040,2090,-33.485771,151.323669
2016,Wyee,-,-,-,-,-,-,-,-,240,210,-33.180002,151.487048
2017,Wyee,-,-,-,-,-,-,-,-,270,260,-33.180002,151.487048
2018,Wyee,-,-,-,-,-,-,-,-,300,240,-33.180002,151.487048
2019,Wyee,-,-,-,-,-,-,-,-,300,250,-33.180002,151.487048
Feb 2020,Wyee,-,-,-,-,-,-,-,-,290,260,-33.180002,151.487048
May 2020,Wyee,-,-,-,-,-,-,-,-,60,60,-33.180002,151.487048
Sep 2020,Wyee,-,-,-,-,-,-,-,-,120,100,-33.180002,151.487048
2016,Wynyard,6260,51920,11790,12880,44530,9560,10340,3370,72920,77730,-33.865528,151.205428
2017,Wynyard,7240,56100,11070,12410,48260,10420,10890,3630,77460,82560,-33.865528,151.205428
2018,Wynyard,7810,61040,12000,13080,52730,10900,11540,4050,84080,89070,-33.865528,151.205428
2019,Wynyard,8300,62780,12310,13790,54700,11680,12510,4470,87820,92720,-33.865528,151.205428
Feb 2020,Wynyard,7780,66910,12310,14080,57580,11710,13600,4650,91270,97350,-33.865528,151.205428
May 2020,Wynyard,1050,7590,2790,2420,7070,1690,1760,1540,12670,13240,-33.865528,151.205428
Sep 2020,Wynyard,2620,19110,5120,5510,17060,4250,4890,2450,29690,31320,-33.865528,151.205428
2016,Wyong,730,180,230,230,180,710,310,260,1450,1380,-33.285247,151.425382
2017,Wyong,820,190,260,250,200,810,350,270,1630,1520,-33.285247,151.425382
2018,Wyong,800,220,280,260,220,830,420,260,1720,1570,-33.285247,151.425382
2019,Wyong,800,220,260,260,230,790,450,290,1740,1560,-33.285247,151.425382
Feb 2020,Wyong,760,210,260,260,230,760,400,310,1650,1540,-33.285247,151.425382
May 2020,Wyong,150,50,80,80,70,200,150,70,450,400,-33.285247,151.425382
Sep 2020,Wyong,320,130,140,150,140,340,230,140,830,760,-33.285247,151.425382
2016,Yagoona,960,120,360,230,210,870,180,360,1710,1580,-33.907331,151.024677
2017,Yagoona,1050,150,350,270,250,900,200,360,1850,1680,-33.907331,151.024677
2018,Yagoona,1030,130,340,250,210,840,220,400,1800,1620,-33.907331,151.024677
2019,Yagoona,1040,140,370,260,250,900,250,410,1910,1710,-33.907331,151.024677
Feb 2020,Yagoona,990,130,300,250,240,830,250,420,1780,1630,-33.907331,151.024677
May 2020,Yagoona,220,80,150,120,100,250,130,90,600,540,-33.907331,151.024677
Sep 2020,Yagoona,460,130,200,190,160,410,160,160,980,890,-33.907331,151.024677
2016,Yennora,430,320,180,130,290,350,70,200,970,1000,-33.864880,150.970878
2017,Yennora,480,320,180,160,340,400,100,200,1100,1080,-33.864880,150.970878
2018,Yennora,470,420,200,180,410,410,110,230,1190,1240,-33.864880,150.970878
2019,Yennora,500,440,250,210,440,440,130,250,1320,1340,-33.864880,150.970878
Feb 2020,Yennora,490,400,250,200,390,410,180,290,1310,1300,-33.864880,150.970878
May 2020,Yennora,90,240,100,100,180,70,90,100,460,510,-33.864880,150.970878
Sep 2020,Yennora,210,310,180,160,280,180,130,160,800,810,-33.864880,150.970878
2017,Coledale,-,-,-,-,-,-,-,-,40,50,-34.289893,150.943031
2018,Coledale,-,-,-,-,-,-,-,-,50,50,-34.289893,150.943031
2019,Coledale,-,-,-,-,-,-,-,-,50,50,-34.289893,150.943031
Feb 2020,Coledale,-,-,-,-,-,-,-,-,60,50,-34.289893,150.943031
2017,Medlow Bath,-,-,-,-,-,-,-,-,40,40,-33.673804,150.280767
2018,Medlow Bath,-,-,-,-,-,-,-,-,60,60,-33.673804,150.280767
2018,Cockle Creek,-,-,-,-,-,-,-,-,40,40,-32.942671,151.624122
2019,Cockle Creek,-,-,-,-,-,-,-,-,60,50,-32.942671,151.624122
Feb 2020,Cockle Creek,-,-,-,-,-,-,-,-,70,60,-32.942671,151.624122
2018,Goulburn,-,-,-,-,-,-,-,-,60,50,-34.758573,149.719919
2019,Goulburn,-,-,-,-,-,-,-,-,50,40,-34.758573,149.719919
2018,Kotara,-,-,-,-,-,-,-,-,50,50,-32.941569,151.697761
2019,Kotara,-,-,-,-,-,-,-,-,50,50,-32.941569,151.697761
Feb 2020,Kotara,-,-,-,-,-,-,-,-,80,80,-32.941569,151.697761
2018,Newcastle Interchange,220,850,370,410,870,240,120,120,1580,1620,-32.924234,151.759460
2019,Newcastle Interchange,240,1140,580,580,1050,250,120,130,1990,2100,-32.924234,151.759460
Feb 2020,Newcastle Interchange,270,1170,490,500,1160,300,180,180,2100,2150,-32.924234,151.759460
May 2020,Newcastle Interchange,60,140,90,70,140,50,40,40,330,300,-32.924234,151.759460
Sep 2020,Newcastle Interchange,90,320,190,200,330,100,50,40,660,660,-32.924234,151.759460
2018,Teralba,-,-,-,-,-,-,-,-,40,40,-32.962553,151.603906
2019,Teralba,-,-,-,-,-,-,-,-,40,50,-32.962553,151.603906
Feb 2020,Teralba,-,-,-,-,-,-,-,-,50,40,-32.962553,151.603906
2018,Wombarra,-,-,-,-,-,-,-,-,50,40,-34.275379,150.953592
Feb 2020,Wombarra,-,-,-,-,-,-,-,-,50,40,-34.275379,150.953592
2019,Bella Vista,1200,420,320,250,560,1090,150,330,2230,2090,-33.730619,150.944038
Feb 2020,Bella Vista,1240,500,290,270,620,1180,210,330,2360,2280,-33.730619,150.944038
May 2020,Bella Vista,130,80,60,50,100,140,40,40,330,310,-33.730619,150.944038
Sep 2020,Bella Vista,450,230,230,180,270,520,100,130,1050,1060,-33.730619,150.944038
2019,Castle Hill,1700,890,880,860,1270,2170,300,600,4150,4520,-33.731675,151.007117
Feb 2020,Castle Hill,1810,1110,950,980,1690,2410,470,650,4920,5150,-33.731675,151.007117
May 2020,Castle Hill,190,240,210,230,290,300,80,70,770,840,-33.731675,151.007117
Sep 2020,Castle Hill,640,860,640,640,1210,1130,300,280,2790,2910,-33.731675,151.007117
2019,Cherrybrook,2060,200,520,390,490,1740,130,700,3200,3030,-33.736690,151.031751
Feb 2020,Cherrybrook,2310,200,520,370,570,1970,180,710,3580,3250,-33.736690,151.031751
May 2020,Cherrybrook,210,60,90,80,80,210,40,50,420,400,-33.736690,151.031751
Sep 2020,Cherrybrook,850,130,320,240,380,900,80,290,1630,1560,-33.736690,151.031751
2019,Douglas Park,-,-,-,-,-,-,-,-,40,40,-34.183269,150.710543
2019,Hills Showground,1560,160,350,290,290,1400,120,410,2320,2260,-33.727965,150.986863
Feb 2020,Hills Showground,1810,210,350,310,340,1620,170,480,2670,2620,-33.727965,150.986863
May 2020,Hills Showground,160,70,70,80,80,180,50,40,360,370,-33.727965,150.986863
Sep 2020,Hills Showground,670,170,240,190,260,650,90,210,1260,1220,-33.727965,150.986863
2019,Kellyville,2570,50,340,260,190,2160,200,780,3300,3250,-33.713232,150.935093
Feb 2020,Kellyville,2720,70,340,270,220,2330,230,760,3510,3430,-33.713232,150.935093
May 2020,Kellyville,-,-,-,-,-,-,-,-,430,420,-33.713232,150.935093
Sep 2020,Kellyville,890,50,230,180,130,900,130,280,1380,1410,-33.713232,150.935093
2019,Norwest,750,490,350,300,680,740,100,320,1880,1850,-33.734493,150.963216
Feb 2020,Norwest,850,540,400,300,750,940,170,340,2170,2120,-33.734493,150.963216
May 2020,Norwest,-,-,-,-,-,-,-,-,360,340,-33.734493,150.963216
Sep 2020,Norwest,390,250,220,210,400,440,80,160,1090,1060,-33.734493,150.963216
2019,Rouse Hill,1240,210,540,510,430,1370,140,420,2350,2510,-33.691640,150.924018
Feb 2020,Rouse Hill,1540,240,500,470,490,1730,220,510,2750,2950,-33.691640,150.924018
May 2020,Rouse Hill,170,60,110,120,100,220,40,50,420,450,-33.691640,150.924018
Sep 2020,Rouse Hill,610,180,300,290,340,860,130,210,1380,1540,-33.691640,150.924018
2019,Tallawong,2170,100,270,230,180,1850,190,530,2810,2710,-33.691658,150.905950
Feb 2020,Tallawong,2710,140,290,220,240,2300,240,680,3480,3340,-33.691658,150.905950
May 2020,Tallawong,320,60,90,70,70,350,100,90,580,570,-33.691658,150.905950
Sep 2020,Tallawong,1070,120,220,150,170,1000,160,300,1620,1570,-33.691658,150.905950
Feb 2020,Singleton,-,-,-,-,-,-,-,-,40,40,-32.571883,151.165570
